trial	choice	gain	loss	subjID
15	5	50	-25	44761
16	4	50	0	44761
17	3	50	-50	44761
18	2	100	0	44761
19	1	100	0	44761
0	2	100	0	44768
1	3	50	-75	44768
2	2	100	0	44768
3	4	50	0	44768
4	2	100	0	44768
5	1	100	0	44768
6	2	100	0	44768
7	3	50	-50	44768
8	2	100	0	44768
9	4	50	0	44768
10	2	100	0	44768
11	1	100	0	44768
12	2	100	0	44768
13	3	50	0	44768
14	2	100	0	44768
15	4	50	0	44768
16	2	100	-1250	44768
17	1	100	-300	44768
18	4	50	0	44768
19	3	50	-75	44768
20	4	50	0	44768
21	2	100	0	44768
22	2	100	0	44768
23	2	100	0	44768
24	2	100	0	44768
25	3	50	0	44768
26	1	100	-150	44768
27	4	50	-250	44768
28	3	50	-25	44768
29	2	100	0	44768
30	1	100	0	44768
31	4	50	0	44768
32	2	100	0	44768
33	3	50	-25	44768
34	4	50	0	44768
35	2	100	0	44768
36	1	100	0	44768
37	1	100	0	44768
38	4	50	0	44768
39	3	50	0	44768
40	1	100	-250	44768
41	2	100	0	44768
42	3	50	0	44768
43	4	50	0	44768
44	3	50	0	44768
45	4	50	0	44768
46	1	100	-200	44768
47	2	100	0	44768
48	2	100	0	44768
49	3	50	-50	44768
50	4	50	-250	44768
51	2	100	-1250	44768
52	3	50	-75	44768
53	4	50	0	44768
54	1	100	-350	44768
55	4	50	0	44768
56	4	50	0	44768
57	4	50	0	44768
58	3	50	0	44768
59	3	50	0	44768
60	3	50	-50	44768
61	4	50	0	44768
62	3	50	-25	44768
63	2	100	0	44768
64	2	100	0	44768
65	2	100	0	44768
66	2	100	0	44768
67	2	100	0	44768
68	2	100	0	44768
69	2	100	-1250	44768
70	2	100	0	44768
71	2	100	0	44768
72	2	100	0	44768
73	2	100	0	44768
74	2	100	-1250	44768
75	3	50	-50	44768
76	4	50	0	44768
77	4	50	0	44768
78	4	50	0	44768
79	4	50	-250	44768
80	1	100	0	44768
81	1	100	0	44768
82	3	50	0	44768
83	2	100	0	44768
84	4	50	0	44768
85	1	100	-150	44768
86	2	100	0	44768
87	3	50	0	44768
88	2	100	0	44768
89	3	50	0	44768
90	2	100	0	44768
91	4	50	0	44768
92	2	100	0	44768
93	3	50	-50	44768
94	1	100	-250	44768
95	2	100	0	44768
96	4	50	0	44768
97	3	50	0	44768
98	3	50	-75	44768
99	4	50	0	44768
0	2	100	0	44768
1	5	50	-75	44768
2	5	50	-50	44768
3	5	50	0	44768
4	4	50	0	44768
5	3	50	-25	44768
6	2	100	0	44768
7	1	100	-200	44768
8	5	50	-75	44768
9	4	50	0	44768
10	3	50	0	44768
11	2	100	0	44768
12	3	50	0	44768
13	4	50	0	44768
14	2	100	0	44768
15	4	50	0	44768
16	3	50	0	44768
17	2	100	0	44768
18	4	50	0	44768
19	5	50	0	44768
0	3	50	-75	44771
1	3	50	-50	44771
2	3	50	0	44771
3	3	50	-75	44771
4	3	50	0	44771
5	3	50	-25	44771
6	3	50	-25	44771
7	3	50	0	44771
8	3	50	0	44771
9	3	50	0	44771
10	3	50	-50	44771
11	3	50	-75	44771
12	3	50	0	44771
13	3	50	0	44771
14	3	50	-50	44771
15	3	50	-25	44771
16	3	50	-50	44771
17	3	50	0	44771
18	3	50	0	44771
19	3	50	0	44771
20	3	50	-50	44771
21	3	50	0	44771
22	3	50	-75	44771
23	3	50	-25	44771
24	3	50	0	44771
25	3	50	0	44771
26	3	50	0	44771
27	3	50	-75	44771
28	3	50	-25	44771
29	3	50	0	44771
30	3	50	-50	44771
31	3	50	-50	44771
32	3	50	0	44771
33	3	50	-50	44771
34	2	100	0	44771
35	1	100	0	44771
36	4	50	0	44771
37	1	100	0	44771
38	2	100	0	44771
39	3	50	0	44771
40	4	50	0	44771
41	1	100	-300	44771
42	2	100	0	44771
43	3	50	-50	44771
44	4	50	0	44771
45	1	100	-150	44771
46	2	100	0	44771
47	3	50	0	44771
48	4	50	0	44771
49	1	100	0	44771
50	2	100	0	44771
51	3	50	-50	44771
52	4	50	0	44771
53	1	100	0	44771
54	2	100	0	44771
55	3	50	0	44771
56	4	50	-250	44771
57	1	100	0	44771
58	2	100	0	44771
59	3	50	0	44771
60	4	50	0	44771
61	1	100	-250	44771
62	2	100	0	44771
63	3	50	-75	44771
64	4	50	0	44771
65	1	100	-200	44771
66	2	100	-1250	44771
67	3	50	-50	44771
68	4	50	0	44771
69	1	100	-350	44771
70	2	100	0	44771
71	3	50	0	44771
72	4	50	0	44771
73	1	100	0	44771
74	2	100	0	44771
75	3	50	-75	44771
76	4	50	0	44771
77	1	100	0	44771
78	2	100	0	44771
79	3	50	0	44771
80	4	50	-250	44771
81	1	100	-150	44771
82	2	100	0	44771
83	3	50	-25	44771
84	4	50	0	44771
85	1	100	-250	44771
86	2	100	0	44771
87	3	50	-25	44771
88	4	50	0	44771
89	4	50	0	44771
90	3	50	0	44771
91	2	100	0	44771
92	1	100	-200	44771
93	1	100	0	44771
94	2	100	0	44771
95	3	50	0	44771
96	4	50	0	44771
97	4	50	0	44771
98	3	50	0	44771
99	2	100	0	44771
0	5	50	-75	44771
1	5	50	-50	44771
2	5	50	0	44771
3	5	50	-75	44771
4	3	50	-50	44771
5	2	100	0	44771
6	5	50	0	44771
7	4	50	0	44771
8	1	100	-350	44771
9	1	100	0	44771
10	1	100	-300	44771
11	1	100	0	44771
12	2	100	0	44771
13	3	50	-75	44771
14	4	50	0	44771
15	5	50	-25	44771
16	5	50	-25	44771
17	4	50	0	44771
18	3	50	0	44771
19	2	100	-1250	44771
0	2	100	0	44776
1	4	50	0	44776
2	4	50	0	44776
3	2	100	0	44776
4	1	100	0	44776
5	2	100	0	44776
6	2	100	0	44776
7	3	50	-75	44776
8	2	100	0	44776
9	2	100	0	44776
10	4	50	0	44776
11	2	100	0	44776
12	1	100	0	44776
13	2	100	0	44776
14	2	100	-1250	44776
15	1	100	-300	44776
16	3	50	-50	44776
17	4	50	0	44776
18	4	50	0	44776
19	4	50	-250	44776
20	2	100	0	44776
21	3	50	0	44776
22	2	100	0	44776
23	3	50	-75	44776
24	2	100	0	44776
25	1	100	-150	44776
26	2	100	0	44776
27	4	50	0	44776
28	4	50	0	44776
29	4	50	0	44776
30	2	100	0	44776
31	4	50	0	44776
32	4	50	0	44776
33	4	50	-250	44776
34	2	100	0	44776
35	2	100	0	44776
36	4	50	0	44776
37	2	100	0	44776
38	4	50	0	44776
39	2	100	0	44776
40	4	50	0	44776
41	1	100	0	44776
42	2	100	0	44776
43	4	50	0	44776
44	1	100	0	44776
45	2	100	-1250	44776
46	4	50	0	44776
47	4	50	0	44776
48	1	100	0	44776
49	3	50	0	44776
50	4	50	0	44776
51	3	50	-25	44776
52	4	50	0	44776
53	1	100	-250	44776
54	2	100	0	44776
55	4	50	-250	44776
56	2	100	0	44776
57	2	100	0	44776
58	2	100	0	44776
59	3	50	-25	44776
60	2	100	0	44776
61	4	50	0	44776
62	3	50	0	44776
63	2	100	0	44776
64	2	100	-1250	44776
65	1	100	-200	44776
66	2	100	0	44776
67	3	50	0	44776
68	4	50	0	44776
69	2	100	0	44776
70	4	50	0	44776
71	2	100	0	44776
72	4	50	0	44776
73	3	50	0	44776
74	2	100	0	44776
75	1	100	-350	44776
76	2	100	-1250	44776
77	4	50	0	44776
78	4	50	0	44776
79	4	50	0	44776
80	4	50	0	44776
81	3	50	-50	44776
82	2	100	0	44776
83	4	50	0	44776
84	2	100	0	44776
85	2	100	0	44776
86	2	100	0	44776
87	2	100	0	44776
88	4	50	-250	44776
89	2	100	0	44776
90	2	100	0	44776
91	2	100	0	44776
92	2	100	0	44776
93	4	50	0	44776
94	2	100	0	44776
95	2	100	0	44776
96	2	100	0	44776
97	4	50	0	44776
98	2	100	0	44776
99	2	100	0	44776
0	5	50	-75	44776
1	2	100	0	44776
2	4	50	0	44776
3	5	50	-50	44776
4	4	50	0	44776
5	3	50	-75	44776
6	2	100	0	44776
7	1	100	0	44776
8	2	100	-1250	44776
9	5	50	0	44776
10	5	50	-75	44776
11	4	50	0	44776
12	4	50	0	44776
13	4	50	0	44776
14	4	50	0	44776
15	2	100	0	44776
16	4	50	0	44776
17	2	100	0	44776
18	2	100	0	44776
19	1	100	0	44776
0	3	50	-75	44777
1	4	50	0	44777
2	2	100	0	44777
3	1	100	0	44777
4	3	50	-50	44777
5	2	100	0	44777
6	1	100	0	44777
7	4	50	0	44777
8	1	100	-300	44777
9	3	50	0	44777
10	2	100	0	44777
11	4	50	0	44777
12	4	50	0	44777
13	3	50	-75	44777
14	2	100	0	44777
15	4	50	0	44777
16	2	100	0	44777
17	4	50	-250	44777
18	2	100	0	44777
19	2	100	0	44777
20	2	100	0	44777
21	2	100	-1250	44777
22	3	50	0	44777
23	1	100	-150	44777
24	3	50	-25	44777
25	4	50	0	44777
26	4	50	0	44777
27	2	100	0	44777
28	2	100	0	44777
29	4	50	0	44777
30	3	50	-25	44777
31	1	100	0	44777
32	2	100	0	44777
33	4	50	0	44777
34	2	100	0	44777
35	4	50	0	44777
36	1	100	0	44777
37	4	50	-250	44777
38	2	100	0	44777
39	1	100	0	44777
40	2	100	0	44777
41	1	100	-250	44777
42	2	100	0	44777
43	4	50	0	44777
44	3	50	0	44777
45	4	50	0	44777
46	2	100	0	44777
47	4	50	0	44777
48	2	100	0	44777
49	3	50	0	44777
50	4	50	0	44777
51	2	100	0	44777
52	4	50	0	44777
53	2	100	-1250	44777
54	3	50	0	44777
55	4	50	0	44777
56	3	50	-50	44777
57	4	50	0	44777
58	1	100	-200	44777
59	4	50	0	44777
60	4	50	-250	44777
61	2	100	0	44777
62	2	100	0	44777
63	2	100	0	44777
64	2	100	0	44777
65	3	50	-75	44777
66	1	100	-350	44777
67	2	100	0	44777
68	2	100	0	44777
69	2	100	-1250	44777
70	4	50	0	44777
71	4	50	0	44777
72	4	50	0	44777
73	3	50	0	44777
74	1	100	0	44777
75	1	100	0	44777
76	4	50	0	44777
77	3	50	0	44777
78	4	50	0	44777
79	1	100	-150	44777
80	4	50	0	44777
81	2	100	0	44777
82	3	50	-50	44777
83	4	50	0	44777
84	4	50	0	44777
85	2	100	0	44777
86	3	50	-25	44777
87	2	100	0	44777
88	4	50	0	44777
89	2	100	0	44777
90	4	50	-250	44777
91	2	100	-1250	44777
92	3	50	-50	44777
93	1	100	-250	44777
94	3	50	0	44777
95	3	50	0	44777
96	3	50	0	44777
97	2	100	0	44777
98	4	50	0	44777
99	2	100	0	44777
0	5	50	-75	44777
1	3	50	-50	44777
2	2	100	0	44777
3	2	100	0	44777
4	4	50	0	44777
5	1	100	-200	44777
6	2	100	0	44777
7	4	50	0	44777
8	4	50	0	44777
9	2	100	0	44777
10	2	100	0	44777
11	4	50	0	44777
12	2	100	0	44777
13	4	50	0	44777
14	2	100	0	44777
15	2	100	0	44777
16	4	50	0	44777
17	2	100	0	44777
18	4	50	0	44777
19	2	100	0	44777
0	2	100	0	44779
1	2	100	0	44779
2	2	100	0	44779
3	2	100	0	44779
4	2	100	0	44779
5	2	100	0	44779
6	2	100	0	44779
7	2	100	0	44779
8	2	100	-1250	44779
9	3	50	-75	44779
10	4	50	0	44779
11	4	50	0	44779
12	4	50	0	44779
13	4	50	0	44779
14	4	50	0	44779
15	4	50	-250	44779
16	1	100	0	44779
17	1	100	0	44779
18	1	100	-300	44779
19	2	100	0	44779
20	2	100	0	44779
21	2	100	0	44779
22	2	100	0	44779
23	2	100	0	44779
24	1	100	-150	44779
25	2	100	0	44779
26	2	100	0	44779
27	2	100	0	44779
28	2	100	0	44779
29	2	100	0	44779
30	2	100	-1250	44779
31	2	100	0	44779
32	2	100	0	44779
33	2	100	0	44779
34	3	50	-50	44779
35	3	50	0	44779
36	4	50	0	44779
37	4	50	0	44779
38	4	50	0	44779
39	4	50	0	44779
40	4	50	0	44779
41	4	50	-250	44779
42	2	100	0	44779
43	2	100	0	44779
44	2	100	0	44779
45	1	100	0	44779
46	1	100	0	44779
47	1	100	0	44779
48	2	100	-1250	44779
49	1	100	-250	44779
50	2	100	0	44779
51	2	100	0	44779
52	2	100	0	44779
53	2	100	0	44779
54	2	100	-1250	44779
55	3	50	-75	44779
56	2	100	0	44779
57	2	100	0	44779
58	2	100	0	44779
59	2	100	0	44779
60	2	100	0	44779
61	2	100	0	44779
62	2	100	0	44779
63	2	100	0	44779
64	2	100	0	44779
65	2	100	0	44779
66	2	100	0	44779
67	2	100	0	44779
68	2	100	0	44779
69	2	100	0	44779
70	2	100	0	44779
71	2	100	0	44779
72	2	100	-1250	44779
73	1	100	-200	44779
74	2	100	0	44779
75	2	100	0	44779
76	2	100	0	44779
77	2	100	0	44779
78	2	100	0	44779
79	2	100	0	44779
80	4	50	0	44779
81	4	50	0	44779
82	2	100	0	44779
83	2	100	0	44779
84	2	100	0	44779
85	2	100	0	44779
86	2	100	-1250	44779
87	4	50	0	44779
88	4	50	0	44779
89	4	50	0	44779
90	4	50	0	44779
91	4	50	0	44779
92	4	50	0	44779
93	4	50	-250	44779
94	4	50	0	44779
95	4	50	0	44779
96	4	50	0	44779
97	4	50	0	44779
98	4	50	0	44779
99	4	50	0	44779
0	5	50	-75	44779
1	4	50	0	44779
2	4	50	0	44779
3	4	50	0	44779
4	2	100	0	44779
5	2	100	0	44779
6	2	100	0	44779
7	2	100	0	44779
8	1	100	-350	44779
9	4	50	-250	44779
10	4	50	0	44779
11	4	50	0	44779
12	4	50	0	44779
13	4	50	0	44779
14	4	50	0	44779
15	5	50	-50	44779
16	4	50	0	44779
17	4	50	0	44779
18	4	50	0	44779
19	4	50	0	44779
0	2	100	0	44788
1	4	50	0	44788
2	3	50	-75	44788
3	1	100	0	44788
4	2	100	0	44788
5	1	100	0	44788
6	3	50	-50	44788
7	1	100	-300	44788
8	2	100	0	44788
9	2	100	0	44788
10	2	100	0	44788
11	2	100	0	44788
12	2	100	0	44788
13	2	100	0	44788
14	2	100	-1250	44788
15	4	50	0	44788
16	3	50	0	44788
17	2	100	0	44788
18	1	100	-150	44788
19	4	50	0	44788
20	4	50	0	44788
21	4	50	0	44788
22	4	50	-250	44788
23	4	50	0	44788
24	4	50	0	44788
25	2	100	0	44788
26	3	50	-75	44788
27	4	50	0	44788
28	4	50	0	44788
29	4	50	0	44788
30	4	50	-250	44788
31	4	50	0	44788
